order_id,order_number,customer_name,order_date,order_time,item_name,category,ingredients,quantity,price,total_price,payment_mode,store_id,Month Name,Month number,Day Name,Day number,Hour
63,1591,Simran,07-01-2024,8.59.10 PM,Croissant,Bakery,"Flour, Butter, Yeast",3,268,804,Card,1,January,1,Sunday,7,20
64,3505,Nikhil,07-01-2024,5.59.15 PM,Espresso,Coffee,"Espresso Beans, Water",3,195,585,UPI,1,January,1,Sunday,7,17
65,6751,Riya,07-01-2024,6.12.22 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",2,228,456,UPI,3,January,1,Sunday,7,18
66,1375,Nikhil,07-01-2024,1.56.54 PM,Latte,Coffee,"Espresso, Steamed Milk",2,231,462,Card,3,January,1,Sunday,7,13
67,8018,Riya,08-01-2024,12.37.25 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",2,186,372,Card,1,January,1,Monday,8,12
68,2492,Pooja,08-01-2024,1.47.13 PM,Latte,Coffee,"Espresso, Steamed Milk",4,278,1112,UPI,3,January,1,Monday,8,13
69,5224,Karan,08-01-2024,9.05.50 AM,Espresso,Coffee,"Espresso Beans, Water",3,174,522,Cash,1,January,1,Monday,8,9
70,4777,Aarav,08-01-2024,8.45.15 PM,Americano,Coffee,"Espresso, Hot Water",1,174,174,Cash,2,January,1,Monday,8,20
71,1385,Riya,08-01-2024,8.51.39 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,195,585,Cash,1,January,1,Monday,8,8
72,1648,Nikhil,08-01-2024,12.39.53 PM,Latte,Coffee,"Espresso, Steamed Milk",4,342,1368,Card,1,January,1,Monday,8,12
73,7727,Aarav,08-01-2024,12.15.35 PM,Espresso,Coffee,"Espresso Beans, Water",1,335,335,Cash,3,January,1,Monday,8,12
74,3546,Rahul,08-01-2024,8.46.26 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",1,132,132,Card,3,January,1,Monday,8,8
75,4281,Aarav,08-01-2024,11.55.47 AM,Americano,Coffee,"Espresso, Hot Water",3,286,858,UPI,1,January,1,Monday,8,11
76,3434,Pooja,08-01-2024,10.29.51 AM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,161,483,Card,2,January,1,Monday,8,10
77,2058,Nikhil,09-01-2024,10.29.48 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,174,522,Card,1,January,1,Tuesday,9,22
78,2864,Riya,09-01-2024,7.19.07 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",2,299,598,UPI,1,January,1,Tuesday,9,7
79,8255,Pooja,09-01-2024,7.50.23 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,190,570,UPI,2,January,1,Tuesday,9,19
80,5865,Rahul,09-01-2024,11.45.57 AM,Americano,Coffee,"Espresso, Hot Water",2,148,296,UPI,3,January,1,Tuesday,9,11
81,4491,Pooja,09-01-2024,8.38.42 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,288,864,UPI,3,January,1,Tuesday,9,20
82,2424,Nikhil,09-01-2024,10.18.27 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",1,194,194,Card,2,January,1,Tuesday,9,10
83,3588,Nikhil,09-01-2024,7.07.01 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",1,339,339,UPI,2,January,1,Tuesday,9,7
84,9542,Riya,09-01-2024,3.50.15 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",2,267,534,Card,2,January,1,Tuesday,9,15
85,8605,Riya,09-01-2024,11.31.07 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",1,199,199,UPI,1,January,1,Tuesday,9,11
86,2325,Karan,09-01-2024,8.29.12 PM,Espresso,Coffee,"Espresso Beans, Water",3,219,657,UPI,3,January,1,Tuesday,9,20
87,8069,Nikhil,09-01-2024,7.03.51 AM,Espresso,Coffee,"Espresso Beans, Water",1,152,152,Card,1,January,1,Tuesday,9,7
88,8341,Ananya,09-01-2024,7.15.48 PM,Espresso,Coffee,"Espresso Beans, Water",2,183,366,Card,1,January,1,Tuesday,9,19
89,1609,Karan,10-01-2024,5.12.32 PM,Croissant,Bakery,"Flour, Butter, Yeast",1,346,346,Cash,2,January,1,Wednesday,10,17
90,3150,Aarav,10-01-2024,6.22.10 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",1,331,331,Card,3,January,1,Wednesday,10,18
91,4884,Pooja,10-01-2024,9.51.55 AM,Croissant,Bakery,"Flour, Butter, Yeast",2,291,582,UPI,3,January,1,Wednesday,10,9
92,4081,Ananya,10-01-2024,7.40.49 AM,Croissant,Bakery,"Flour, Butter, Yeast",1,313,313,Card,1,January,1,Wednesday,10,7
93,5264,Ananya,10-01-2024,7.06.53 AM,Green Tea,Tea,"Green Tea Leaves, Water",3,207,621,Card,3,January,1,Wednesday,10,7
94,5516,Riya,10-01-2024,3.20.00 PM,Espresso,Coffee,"Espresso Beans, Water",2,336,672,UPI,2,January,1,Wednesday,10,15
95,3915,Nikhil,10-01-2024,5.07.14 PM,Latte,Coffee,"Espresso, Steamed Milk",4,317,1268,Card,2,January,1,Wednesday,10,17
96,4207,Ananya,10-01-2024,4.46.19 PM,Green Tea,Tea,"Green Tea Leaves, Water",4,304,1216,Cash,1,January,1,Wednesday,10,16
97,9932,Karan,10-01-2024,4.05.38 PM,Espresso,Coffee,"Espresso Beans, Water",4,207,828,Cash,2,January,1,Wednesday,10,16
98,4548,Ananya,10-01-2024,8.19.37 PM,Americano,Coffee,"Espresso, Hot Water",2,345,690,Cash,1,January,1,Wednesday,10,20
99,6725,Rahul,11-01-2024,7.11.50 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",1,142,142,Cash,2,January,1,Thursday,11,7
100,1116,Karan,11-01-2024,2.09.24 PM,Espresso,Coffee,"Espresso Beans, Water",3,239,717,Card,3,January,1,Thursday,11,14
101,9845,Karan,11-01-2024,1.32.48 PM,Americano,Coffee,"Espresso, Hot Water",2,289,578,UPI,2,January,1,Thursday,11,13
102,4025,Aarav,11-01-2024,9.29.17 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",4,199,796,Card,2,January,1,Thursday,11,21
103,6590,Nikhil,11-01-2024,7.19.06 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",4,278,1112,Cash,3,January,1,Thursday,11,19
104,8969,Aarav,12-01-2024,11.15.53 AM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,308,924,Card,3,January,1,Friday,12,11
105,5784,Nikhil,12-01-2024,1.40.36 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,214,856,Card,3,January,1,Friday,12,13
106,4239,Nikhil,12-01-2024,12.54.56 PM,Espresso,Coffee,"Espresso Beans, Water",2,293,586,Cash,2,January,1,Friday,12,12
107,6712,Aarav,12-01-2024,8.45.59 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",1,245,245,Card,2,January,1,Friday,12,8
108,1245,Nikhil,12-01-2024,1.31.41 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",1,144,144,Card,1,January,1,Friday,12,13
109,8142,Simran,12-01-2024,5.51.38 PM,Espresso,Coffee,"Espresso Beans, Water",2,137,274,Cash,1,January,1,Friday,12,17
110,7650,Simran,13-01-2024,1.30.57 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",3,163,489,Cash,3,January,1,Saturday,13,13
111,5037,Riya,13-01-2024,6.46.14 PM,Americano,Coffee,"Espresso, Hot Water",3,238,714,UPI,3,January,1,Saturday,13,18
112,9370,Simran,13-01-2024,9.37.30 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",2,215,430,Card,2,January,1,Saturday,13,9
113,9691,Karan,13-01-2024,2.44.41 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",2,130,260,Card,2,January,1,Saturday,13,14
114,4072,Rahul,13-01-2024,3.29.43 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",2,217,434,Cash,3,January,1,Saturday,13,15
115,5616,Nikhil,13-01-2024,7.21.54 PM,Americano,Coffee,"Espresso, Hot Water",4,337,1348,Cash,2,January,1,Saturday,13,19
116,1723,Nikhil,13-01-2024,1.19.15 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",4,263,1052,Cash,2,January,1,Saturday,13,13
117,5739,Aarav,13-01-2024,10.25.25 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,124,372,Card,2,January,1,Saturday,13,22
118,3505,Nikhil,13-01-2024,10.51.06 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,129,387,UPI,2,January,1,Saturday,13,10
119,7483,Nikhil,13-01-2024,2.22.42 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",3,346,1038,Card,2,January,1,Saturday,13,14
120,7362,Pooja,14-01-2024,2.09.51 PM,Croissant,Bakery,"Flour, Butter, Yeast",1,155,155,UPI,2,January,1,Sunday,14,14
121,7539,Pooja,14-01-2024,10.05.04 AM,Green Tea,Tea,"Green Tea Leaves, Water",1,155,155,UPI,3,January,1,Sunday,14,10
122,6789,Ananya,14-01-2024,3.51.36 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,345,1035,Card,3,January,1,Sunday,14,15
123,4448,Karan,14-01-2024,2.31.12 PM,Americano,Coffee,"Espresso, Hot Water",2,327,654,UPI,1,January,1,Sunday,14,14
124,4504,Rahul,14-01-2024,8.15.29 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",1,198,198,Cash,2,January,1,Sunday,14,8
125,4379,Karan,15-01-2024,9.25.44 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",4,222,888,UPI,2,January,1,Monday,15,21
126,1650,Karan,15-01-2024,4.07.15 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,154,616,Card,1,January,1,Monday,15,16
127,7386,Pooja,15-01-2024,5.10.02 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,330,990,Card,1,January,1,Monday,15,17
128,5783,Pooja,15-01-2024,6.23.42 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",3,206,618,Card,1,January,1,Monday,15,18
129,5105,Karan,15-01-2024,10.30.15 AM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",3,135,405,UPI,2,January,1,Monday,15,10
130,9775,Nikhil,15-01-2024,10.35.58 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,328,984,UPI,1,January,1,Monday,15,22
131,4923,Pooja,15-01-2024,10.59.11 AM,Croissant,Bakery,"Flour, Butter, Yeast",4,332,1328,Cash,3,January,1,Monday,15,10
132,9628,Ananya,15-01-2024,4.06.03 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",3,216,648,UPI,3,January,1,Monday,15,16
133,6441,Riya,16-01-2024,2.07.13 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",2,258,516,UPI,2,January,1,Tuesday,16,14
134,3307,Aarav,16-01-2024,2.45.03 PM,Croissant,Bakery,"Flour, Butter, Yeast",3,331,993,Cash,3,January,1,Tuesday,16,14
135,6484,Nikhil,16-01-2024,5.08.38 PM,Croissant,Bakery,"Flour, Butter, Yeast",3,349,1047,UPI,1,January,1,Tuesday,16,17
136,6052,Riya,16-01-2024,7.50.57 PM,Croissant,Bakery,"Flour, Butter, Yeast",1,228,228,UPI,1,January,1,Tuesday,16,19
137,1523,Pooja,16-01-2024,10.33.07 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,141,423,Card,1,January,1,Tuesday,16,22
138,4289,Aarav,16-01-2024,11.47.23 AM,Green Tea,Tea,"Green Tea Leaves, Water",3,271,813,UPI,1,January,1,Tuesday,16,11
139,6004,Riya,17-01-2024,1.56.40 PM,Espresso,Coffee,"Espresso Beans, Water",4,331,1324,UPI,1,January,1,Wednesday,17,13
140,3175,Riya,17-01-2024,9.28.58 AM,Green Tea,Tea,"Green Tea Leaves, Water",4,173,692,Cash,2,January,1,Wednesday,17,9
141,5403,Karan,17-01-2024,7.30.53 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",1,340,340,Card,2,January,1,Wednesday,17,19
142,2163,Karan,17-01-2024,5.33.56 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,152,608,UPI,1,January,1,Wednesday,17,17
143,4155,Rahul,17-01-2024,9.37.54 AM,Latte,Coffee,"Espresso, Steamed Milk",2,125,250,UPI,1,January,1,Wednesday,17,9
144,8053,Nikhil,17-01-2024,2.11.39 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,145,580,UPI,2,January,1,Wednesday,17,14
145,1887,Karan,17-01-2024,5.19.43 PM,Croissant,Bakery,"Flour, Butter, Yeast",2,305,610,UPI,1,January,1,Wednesday,17,17
146,6465,Pooja,17-01-2024,3.59.45 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",1,190,190,Cash,2,January,1,Wednesday,17,15
147,3914,Riya,17-01-2024,2.21.06 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,235,940,Card,3,January,1,Wednesday,17,14
148,7207,Aarav,17-01-2024,1.19.02 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,246,984,UPI,1,January,1,Wednesday,17,13
149,4431,Rahul,17-01-2024,8.13.24 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",3,238,714,UPI,1,January,1,Wednesday,17,8
150,5558,Riya,18-01-2024,6.10.42 PM,Espresso,Coffee,"Espresso Beans, Water",2,171,342,UPI,3,January,1,Thursday,18,18
151,1191,Riya,18-01-2024,10.04.46 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,137,548,UPI,1,January,1,Thursday,18,22
152,3654,Aarav,18-01-2024,12.09.46 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",4,257,1028,Card,2,January,1,Thursday,18,12
153,2433,Karan,18-01-2024,8.17.45 PM,Latte,Coffee,"Espresso, Steamed Milk",2,162,324,UPI,2,January,1,Thursday,18,20
154,7292,Pooja,18-01-2024,9.31.50 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",2,291,582,Card,2,January,1,Thursday,18,9
155,7964,Aarav,18-01-2024,8.00.02 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,199,796,Cash,3,January,1,Thursday,18,20
156,3984,Rahul,18-01-2024,3.27.07 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",2,213,426,Card,1,January,1,Thursday,18,15
157,1425,Nikhil,18-01-2024,8.22.17 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",1,255,255,Card,3,January,1,Thursday,18,20
158,8573,Rahul,18-01-2024,10.17.57 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,237,948,UPI,2,January,1,Thursday,18,22
159,4931,Riya,18-01-2024,12.10.22 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",4,185,740,Cash,1,January,1,Thursday,18,12
160,8688,Riya,18-01-2024,12.13.25 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,243,729,Cash,2,January,1,Thursday,18,12
161,3552,Riya,18-01-2024,1.09.41 PM,Espresso,Coffee,"Espresso Beans, Water",2,174,348,Cash,3,January,1,Thursday,18,13
162,2708,Pooja,19-01-2024,4.25.05 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,220,880,Cash,1,January,1,Friday,19,16
163,3758,Riya,19-01-2024,7.00.02 AM,Green Tea,Tea,"Green Tea Leaves, Water",4,289,1156,Cash,2,January,1,Friday,19,7
164,6704,Nikhil,19-01-2024,9.15.34 PM,Green Tea,Tea,"Green Tea Leaves, Water",2,274,548,Cash,3,January,1,Friday,19,21
165,9235,Nikhil,19-01-2024,7.15.17 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,279,837,UPI,1,January,1,Friday,19,7
166,6805,Nikhil,19-01-2024,6.35.40 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,343,1029,Card,2,January,1,Friday,19,18
167,9779,Karan,19-01-2024,1.33.19 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",2,350,700,Cash,1,January,1,Friday,19,13
168,4417,Aarav,19-01-2024,5.05.56 PM,Green Tea,Tea,"Green Tea Leaves, Water",4,316,1264,UPI,2,January,1,Friday,19,17
169,9027,Ananya,20-01-2024,5.26.31 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,337,1011,Card,3,January,1,Saturday,20,17
170,9908,Karan,20-01-2024,6.13.03 PM,Green Tea,Tea,"Green Tea Leaves, Water",4,340,1360,UPI,2,January,1,Saturday,20,18
171,4557,Pooja,20-01-2024,1.00.28 PM,Croissant,Bakery,"Flour, Butter, Yeast",3,265,795,Cash,1,January,1,Saturday,20,13
172,8905,Riya,20-01-2024,5.24.17 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,345,1035,Card,3,January,1,Saturday,20,17
173,4293,Rahul,20-01-2024,6.15.00 PM,Americano,Coffee,"Espresso, Hot Water",1,138,138,UPI,3,January,1,Saturday,20,18
174,9597,Karan,20-01-2024,12.40.44 PM,Green Tea,Tea,"Green Tea Leaves, Water",1,206,206,UPI,1,January,1,Saturday,20,12
175,8466,Karan,20-01-2024,11.38.57 AM,Latte,Coffee,"Espresso, Steamed Milk",1,240,240,Card,2,January,1,Saturday,20,11
176,3419,Ananya,20-01-2024,7.53.56 AM,Espresso,Coffee,"Espresso Beans, Water",1,201,201,Card,1,January,1,Saturday,20,7
177,4610,Pooja,20-01-2024,10.23.19 AM,Espresso,Coffee,"Espresso Beans, Water",3,124,372,Card,1,January,1,Saturday,20,10
178,6692,Rahul,21-01-2024,1.56.12 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",2,245,490,Cash,2,January,1,Sunday,21,13
179,3894,Simran,21-01-2024,8.26.50 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",1,229,229,UPI,3,January,1,Sunday,21,20
